Type of housing,Area,Price,Metro name,Metro distance,District,Living space,Ceiling height,Floor
квартира,32.00,3 500 000 руб,Проспект Ветеранов,6 км,Красносельский район,18.00,2.60,3/5
квартира,47.30,5 350 000 руб,Проспект Ветеранов,4.4 км,Красносельский район,27.00,2.50,1/16
квартира,32.30,4 000 000 руб,Проспект Ветеранов,8 км,Красносельский район,15.00,,2/12
квартира,32.30,4 000 000 руб,Проспект Ветеранов,8 км,Красносельский район,15.00,,2/12
квартира,35.00,4 000 000 руб,Проспект Ветеранов,8.2 км,Красносельский район,17.00,,1/12
квартира,45.40,4 867 000 руб,Ленинский  проспект,5.5 км,Красносельский район,17.60,,13/18
Студия,25.00,2 900 000 руб,Проспект Ветеранов,7.8 км,Красносельский район,18.00,,6/12
квартира,41.80,3 750 000 руб,Проспект Ветеранов,8.5 км,Красносельский район,27.50,2.50,3/5
квартира,36.92,3 500 000 руб,Проспект Ветеранов,5.4 км,Красносельский район,14.09,,9/20
квартира,53.80,4 949 000 руб,Проспект Ветеранов,5.2 км,Красносельский район,30.69,,10/17
квартира,53.00,6 500 000 руб,Проспект Ветеранов,3.7 км,Красносельский район,30.40,2.70,1/23
квартира,42.10,4 200 000 руб,Проспект Ветеранов,7.8 км,Красносельский район,17.10,,13/16
квартира,53.00,7 100 000 руб,Ленинский  проспект,4.8 км,Красносельский район,25.00,2.70,7/20
Студия,24.20,3 750 000 руб,Проспект Ветеранов,6.1 км,Красносельский район,15.00,,10/19
квартира,33.65,4 300 000 руб,Проспект Ветеранов,8.1 км,Красносельский район,12.00,,6/8
квартира,32.33,3 150 000 руб,Проспект Ветеранов,5.3 км,Красносельский район,16.00,,2/8
квартира,35.10,3 650 000 руб,Проспект Ветеранов,7.5 км,Красносельский район,17.50,,7/8
квартира,42.00,4 650 000 руб,Проспект Ветеранов,6.3 км,Красносельский район,27.80,2.60,2/5
квартира,36.00,5 000 000 руб,Проспект Ветеранов,6.4 км,Красносельский район,14.00,2.70,11/15
квартира,31.00,3 050 000 руб,Проспект Ветеранов,6.2 км,Красносельский район,19.00,2.65,2/5
квартира,37.90,4 200 000 руб,Проспект Ветеранов,7.9 км,Красносельский район,17.90,,10/12
квартира,36.80,4 300 000 руб,Проспект Ветеранов,7.9 км,Красносельский район,17.80,2.70,10/12
квартира,34.00,3 400 000 руб,Проспект Ветеранов,8.1 км,Красносельский район,19.00,,2/8
квартира,44.20,5 780 000 руб,Проспект Ветеранов,5.9 км,Красносельский район,16.40,,11/10
квартира,33.00,3 700 000 руб,Проспект Ветеранов,7.9 км,Красносельский район,14.00,,5/5
квартира,33.20,3 650 000 руб,Проспект Ветеранов,5.4 км,Красносельский район,16.70,2.50,6/9
квартира,32.10,2 700 000 руб,Проспект Ветеранов,14.1 км,Красносельский район,17.70,2.75,7/9
квартира,43.40,4 090 000 руб,Проспект Ветеранов,5.6 км,Красносельский район,16.30,,1/17
Студия,24.40,3 400 000 руб,Ленинский  проспект,6.7 км,Красносельский район,18.00,,13/19
квартира,50.70,4 950 000 руб,Ленинский  проспект,3.3 км,Красносельский район,30.70,,2/9
квартира,41.00,4 860 000 руб,Ленинский  проспект,5.5 км,Красносельский район,15.00,,15/23
Студия,24.40,2 650 000 руб,Автово,8.7 км,Красносельский район,17.10,,5/12
Студия,21.00,2 150 000 руб,Проспект Ветеранов,6 км,Красносельский район,18.20,,1/5
квартира,49.00,6 000 000 руб,Автово,3.3 км,Красносельский район,27.00,2.70,1/12
квартира,45.00,4 350 000 руб,Проспект Ветеранов,5.4 км,Красносельский район,31.46,,5/5
квартира,44.00,3 790 000 руб,Проспект Ветеранов,7.8 км,Красносельский район,17.00,2.65,2/16
квартира,34.70,3 350 000 руб,Проспект Ветеранов,7 км,Красносельский район,18.70,2.50,6/15
квартира,36.00,3 600 000 руб,Проспект Ветеранов,6.9 км,Красносельский район,19.00,,2/12
квартира,39.50,3 920 000 руб,Автово,5.1 км,Красносельский район,15.80,,14/24
Студия,24.70,2 500 000 руб,Проспект Ветеранов,8.4 км,Красносельский район,15.30,,6/8
квартира,42.00,3 750 000 руб,Автово,12.7 км,Красносельский район,18.00,,6/16
квартира,46.73,5 700 000 руб,Ленинский  проспект,6.6 км,Красносельский район,17.60,,14/15
квартира,42.00,4 500 000 руб,Проспект Ветеранов,6 км,Красносельский район,27.90,,4/5
квартира,36.00,3 700 000 руб,Ленинский  проспект,5.6 км,Красносельский район,14.50,2.60,14/22
квартира,41.90,4 100 000 руб,Ленинский  проспект,5.7 км,Красносельский район,14.50,2.76,14/22
квартира,33.90,5 000 000 руб,Проспект Ветеранов,6.3 км,Красносельский район,17.10,,19/19
квартира,38.70,4 100 000 руб,Ленинский  проспект,5.8 км,Красносельский район,16.40,2.83,14/15
квартира,34.00,4 900 000 руб,Проспект Ветеранов,5.7 км,Красносельский район,18.60,,9/9
квартира,38.00,4 800 000 руб,Автово,3.4 км,Красносельский район,20.00,,18/18
квартира,34.80,4 500 000 руб,Проспект Ветеранов,5 км,Красносельский район,18.50,2.53,7/14
Студия,25.00,2 620 000 руб,Проспект Ветеранов,8.3 км,Красносельский район,18.00,,12/12
квартира,40.00,4 070 000 руб,Проспект Ветеранов,8.4 км,Красносельский район,18.00,2.55,5/10
квартира,38.10,3 050 000 руб,Проспект Ветеранов,16.5 км,Красносельский район,17.00,,1/8
квартира,41.70,5 999 000 руб,Автово,7.1 км,Красносельский район,17.60,3.00,3/17
квартира,44.20,4 940 000 руб,Ленинский  проспект,6.4 км,Красносельский район,13.80,2.80,2/10
квартира,36.00,3 730 000 руб,Автово,3.7 км,Красносельский район,18.40,,9/9
